,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
0,zeytin-mediterranean-new-york-3,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'turkish', 'title': 'Turkish'}]","{'latitude': 40.708573, 'longitude': -74.007024}",(212) 227-1908,19.45877056262182,RvGRsgnHfLXH4q9SWPeaoQ,https://s3-media3.fl.yelpcdn.com/bphoto/E0VMHRF74xTbNJgObe8tiQ/o.jpg,False,"{'address1': '110 William St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['110 William St', 'New York, NY 10038']}",Zeytin Mediterranean,+12122271908,$$,4.5,58,"['pickup', 'delivery']",https://www.yelp.com/biz/zeytin-mediterranean-new-york-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
1,zeytuna-new-york-2,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.708908, 'longitude': -74.007345}",(212) 742-2436,39.98737061948059,n7EGHxSHM-Tdjp_x2iFS7g,https://s3-media3.fl.yelpcdn.com/bphoto/ikqWaq1hm9EzMPpVSV04Hw/o.jpg,False,"{'address1': '59 Maiden Ln', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['59 Maiden Ln', 'New York, NY 10038']}",Zeytuna,+12127422436,$$,3.0,293,"['pickup', 'delivery']",https://www.yelp.com/biz/zeytuna-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
2,felice-new-york-6,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.70789, 'longitude': -74.00712}",(212) 785-5950,75.63810324901205,fuS39acPaRi38DhSSwEI4Q,https://s3-media4.fl.yelpcdn.com/bphoto/CnxCPRh--bS9-SqC9il0tQ/o.jpg,False,"{'address1': '15 Gold St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['15 Gold St', 'New York, NY 10038']}",Felice,+12127855950,$$,4.0,298,"['pickup', 'delivery']",https://www.yelp.com/biz/felice-new-york-6?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
3,open-kitchen-new-york-4,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.709234, 'longitude': -74.006897}",(212) 346-7600,81.25397150136936,JZKGFeYrJvvjhXkwAdD8IQ,https://s3-media1.fl.yelpcdn.com/bphoto/cdovQCT46_C1EtZKIcf3Mw/o.jpg,False,"{'address1': '123 William St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['123 William St', 'New York, NY 10038']}",Open Kitchen,+12123467600,$$,3.5,99,[],https://www.yelp.com/biz/open-kitchen-new-york-4?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
4,benton-cafe-new-york-2,"[{'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 40.7092439, 'longitude': -74.0068957}",(212) 608-8850,82.31779520253676,lm9LY7UYOhVqS3V9_XRePA,https://s3-media1.fl.yelpcdn.com/bphoto/fnKgrnKH_Vsqi4ny4DFyrw/o.jpg,False,"{'address1': '123 William St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['123 William St', 'New York, NY 10038']}",BentOn Cafe,+12126088850,$$,2.5,145,"['pickup', 'delivery']",https://www.yelp.com/biz/benton-cafe-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
5,latin-social-new-york-2,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'latin', 'title': 'Latin American'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.70769, 'longitude': -74.00767}",(646) 410-0080,86.51045221862698,h0qowxmqgwjKsh-fdkxvHw,https://s3-media2.fl.yelpcdn.com/bphoto/6TfPsskvTsmXRzYaLOqHRg/o.jpg,False,"{'address1': '75 Maiden Ln', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['75 Maiden Ln', 'New York, NY 10038']}",Latin Social,+16464100080,$$,3.5,31,"['pickup', 'delivery']",https://www.yelp.com/biz/latin-social-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
6,stout-nyc-fidi-new-york-3,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'irish', 'title': 'Irish'}]","{'latitude': 40.7079086, 'longitude': -74.0064774}",(212) 240-9122,90.68732578808087,CM0RFd0kqkT-LdC3gXGk2Q,https://s3-media1.fl.yelpcdn.com/bphoto/rzYmNUaCb4XmtThRkOwOfg/o.jpg,False,"{'address1': '90 John St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['90 John St', 'New York, NY 10038']}",Stout NYC FiDi,+12122409122,$$,3.5,213,"['pickup', 'delivery']",https://www.yelp.com/biz/stout-nyc-fidi-new-york-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
7,menya-jiro-fidi-new-york,"[{'alias': 'ramen', 'title': 'Ramen'}]","{'latitude': 40.70933, 'longitude': -74.00714}",(646) 946-1616,101.63085290286863,z_yu_Qo1xTLeYPBqBM5igA,https://s3-media3.fl.yelpcdn.com/bphoto/a4LRwkhczd3f5_IVgmln3A/o.jpg,False,"{'address1': '123 William St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['123 William St', 'New York, NY 10038']}",Menya Jiro- Fidi,+16469461616,$$,4.0,122,"['pickup', 'delivery']",https://www.yelp.com/biz/menya-jiro-fidi-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
8,jim-bradys-irish-pub-and-restaurant-new-york,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'irish', 'title': 'Irish'}]","{'latitude': 40.707681, 'longitude': -74.00765}",(212) 425-1300,102.77843991849574,0whkxT11d-NvKWN7gIGf7Q,https://s3-media4.fl.yelpcdn.com/bphoto/qIcci2M_u4j1BJbk4WK0Hw/o.jpg,False,"{'address1': '75 Maiden Ln', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['75 Maiden Ln', 'New York, NY 10038']}",Jim Brady's Irish Pub and Restaurant,+12124251300,$$,3.5,117,"['pickup', 'delivery']",https://www.yelp.com/biz/jim-bradys-irish-pub-and-restaurant-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
9,jubilee-marketplace-new-york,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]","{'latitude': 40.708363, 'longitude': -74.006006}",(212) 233-0808,107.31175896085624,ad7F8ebMU33i4cOHNff4mw,https://s3-media1.fl.yelpcdn.com/bphoto/5pUfCMbgVEf9uE0A-mZ9Eg/o.jpg,False,"{'address1': '99 John St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['99 John St', 'New York, NY 10038']}",Jubilee Marketplace,+12122330808,$$,3.0,198,"['pickup', 'delivery']",https://www.yelp.com/biz/jubilee-marketplace-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
10,smashburger-new-york-6,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.709323, 'longitude': -74.006375}",(646) 568-5115,113.02888529294717,grGRfYOB3wMEIS9F8VMWpA,https://s3-media1.fl.yelpcdn.com/bphoto/zxe0NRi55o8kdMGNlwe7PQ/o.jpg,False,"{'address1': '136 William St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['136 William St', 'New York, NY 10038']}",Smashburger,+16465685115,$$,3.0,144,[],https://www.yelp.com/biz/smashburger-new-york-6?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
11,harrys-italian-new-york-2,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.707555318913, 'longitude': -74.006898168681}",(212) 747-0797,115.1392452704648,DF7PV0DE9z0LM4ae6XYeYg,https://s3-media1.fl.yelpcdn.com/bphoto/H89YVzqQ1o9SNTQrnHoD_Q/o.jpg,False,"{'address1': '2 Gold St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['2 Gold St', 'New York, NY 10038']}",Harry's Italian,+12127470797,$$,3.5,534,"['pickup', 'delivery']",https://www.yelp.com/biz/harrys-italian-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
12,poke-bowl-new-york-2,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 40.709569, 'longitude': -74.0068345}",(646) 371-9773,118.14483139551903,t4B9GkAuiYIjFCt9SlK3EQ,https://s3-media3.fl.yelpcdn.com/bphoto/SKDXXHMi01RWHmYc6hQqUg/o.jpg,False,"{'address1': '104 Fulton St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['104 Fulton St', 'New York, NY 10038']}",Poke Bowl,+16463719773,$$,4.0,261,"['pickup', 'delivery']",https://www.yelp.com/biz/poke-bowl-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
13,nish-nush-new-york-5,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'kosher', 'title': 'Kosher'}]","{'latitude': 40.709472, 'longitude': -74.007949}",(212) 577-6474,121.05440948219946,FvCslLyo0SlDKI52bEDekQ,https://s3-media1.fl.yelpcdn.com/bphoto/qRsxfqwLZ0iNK20OHR6Q6w/o.jpg,False,"{'address1': '41 John St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['41 John St', 'New York, NY 10038']}",Nish Nush,+12125776474,$$,4.5,227,"['pickup', 'delivery']",https://www.yelp.com/biz/nish-nush-new-york-5?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
